COADD_ID,RA,Dec,gmag,q,g-i,mu_mean,z,re
1199762778,26.8749,-5.6009,19.79,0.94,0.5,24.82,,4.04
1199299039,26.637,-14.1363,19.74,0.74,0.49,24.64,,3.82
1200043182,26.9273,-24.134,19.51,0.59,0.3,24.71,,4.38
1200048357,27.0952,-24.188,19.67,0.75,0.53,24.85,,4.35
1201897029,27.2443,1.5402,19.39,0.69,0.3,24.61,,4.41
1202029200,27.4036,2.2375,20.32,0.86,0.6,24.98,,3.41
1201671793,27.2237,-2.4065,20.76,0.69,0.32,25.31,,3.25
1201251897,27.2159,-2.9397,20.73,0.72,0.36,25.56,,3.68
1200685503,26.7712,-6.1113,19.37,0.56,0.49,24.74,,4.73
1200739528,26.8854,-6.6817,20.25,0.88,0.64,24.71,,3.11
1202688842,27.2224,-6.9234,21.27,0.73,0.4,25.05,,2.28
1201729110,27.3593,-8.9681,21.36,0.73,0.9,25.62,,2.84
1200390428,27.1517,-13.1393,19.87,0.73,0.34,24.69,,3.67
1201414460,27.2919,-23.405,21.43,0.6,0.45,25.65,,2.79
1202810029,27.5014,-27.5508,20.4,0.76,0.43,25.15,,3.56
1204940023,27.2008,-29.1828,21.64,0.41,0.82,26.58,,3.87
1202628055,27.3817,-29.8667,20.83,0.88,0.64,24.82,,2.51
1204275255,27.3268,-8.1506,19.54,0.63,0.27,24.81,,4.52
1203763474,27.0472,-9.9608,20.12,0.85,0.41,24.83,,3.48
1204825557,27.6521,-12.4314,21.04,0.81,0.53,25,,2.47
1203835419,27.3572,-13.4969,20.6,0.79,0.53,26.45,,5.9
1204855096,27.3255,-16.2544,20.92,0.76,0.33,24.83,,2.42
1204393315,27.1578,-17.8949,20.35,0.86,0.54,24.69,,2.95
1203713112,27.7737,-20.0206,20.89,0.76,0.47,25.2,,2.9
1204178316,27.4977,-5.0326,21.99,0.81,0.68,25.79,,2.29
1205628622,27.3844,-8.4127,21.65,0.89,0.85,25.95,,2.89
1205610160,27.607,-8.2346,20.64,0.84,0.46,25.22,,3.29
1309795380,28.0237,-15.9792,21.1,0.77,0.18,24.74,,2.14
1206151493,27.9598,-19.1139,20.08,0.87,0.42,24.86,,3.61
1204750198,27.9816,-25.0429,20.55,0.85,0.69,24.92,,2.99
1207710883,28.0632,1.3296,20.66,0.65,0.52,25.09,,3.07
1206300879,27.6396,-6.4892,19.77,0.57,0.42,25.19,,4.84
1206294851,27.7185,-6.4312,19.64,0.92,0.7,24.8,,4.31
1209670992,28.2046,-11.7107,20.51,0.81,0.38,24.77,,2.84
1208593240,27.8389,-18.7793,20.06,0.74,0.5,24.61,,3.23
1211733646,28.3016,-28.6614,20.4,0.86,0.18,25.09,,3.46
1209407099,27.8861,-3.288,20.12,0.65,0.44,25.18,,4.11
1208837017,28.0483,-4.005,18.1,0.48,0.33,24.71,,8.38
1208847347,28.1205,-4.0931,20.72,0.84,0.46,25.3,,3.28
1209006000,27.9048,-4.817,20.36,0.82,0.47,25.05,,3.47
1211226028,27.7307,-9.773,20.56,0.64,0.71,25.33,,3.59
1210549837,28.2456,-13.3748,21.71,0.65,0.78,26.1,,3.02
1210586686,28.3329,-13.6986,21.27,0.72,0.8,25.91,,3.38
1211518033,27.7253,-15.047,21.62,0.65,0.48,25.56,,2.44
1211532101,27.7603,-15.1728,20.75,0.65,0.25,24.95,,2.76
1211508923,28.1104,-14.9742,20.7,0.89,0.47,24.98,,2.86
1212817642,27.9717,-16.5993,20.56,0.8,0.3,25.19,,3.36
1209250785,28.0666,-18.0454,20.1,0.64,0.63,24.66,,3.26
1208654971,27.8508,-26.5528,20.61,0.94,0.4,24.85,,2.82
1210965438,28.3479,-27.1718,21.1,0.94,0.6,25.29,,2.75
1216778166,28.4933,-27.3989,21,0.8,0.5,25,,2.52
1210680236,27.7397,-27.5814,22,0.66,0.82,26.21,,2.76
1210686444,28.2312,-27.6413,21.64,0.6,0.35,25.59,,2.46
1210346555,28.0211,-5.6456,20.57,0.7,0.4,24.91,,2.94
1211371886,28.1393,-8.2527,20.9,0.66,0.8,25.37,,3.12
1212213230,28.5911,-14.2384,20.1,0.71,0.43,24.62,,3.2
1212613224,28.4512,-15.4699,20.58,0.84,0.46,24.97,,3.02
1212657734,28.52,-15.8399,20.27,0.66,0.24,24.6,,2.93
1209763166,28.2367,-19.0055,20.2,0.8,0.3,24.83,,3.36
1211186870,27.9146,-22.2578,20.36,0.9,0.47,24.74,,3
1208215060,28.1612,-25.5772,18.26,0.67,0.45,24.63,,7.48
1213305811,28.8024,-0.2185,20.23,0.68,0.23,24.83,,3.32
1212948266,28.3273,1.5263,20.51,0.91,0.44,24.88,,2.98
1212950770,28.6937,1.4987,20.97,0.74,0.18,25,,2.56
1213755860,28.9339,2.9315,19.96,0.92,0.75,24.64,,3.45
1213568836,28.8719,-0.8976,20.04,0.64,0.28,24.99,,3.9
1213447321,28.5651,-1.6566,20.65,0.86,0.7,24.74,,2.62
1213898779,28.4488,-2.816,19.67,0.76,0.21,24.91,,4.47
1210075794,28.1969,-9.3065,19.46,0.36,0.47,24.68,,4.42
1214063688,28.4555,-11.2236,20.47,0.84,0.43,24.86,,3
1214821432,28.4204,-16.8157,20.39,0.79,0.55,24.96,,3.26
1215047939,28.3908,-20.6292,20.63,0.8,0.56,24.95,,2.92
1215573968,28.5798,-23.3559,20.49,0.9,0.41,24.63,,2.68
1215157352,28.6463,-4.1106,20.17,0.69,0.25,24.83,,3.42
1215182583,29.1123,-4.3816,20.66,0.56,0.71,25.22,,3.26
1215945931,29.1051,-10.0933,20.36,0.47,0.39,24.89,,3.21
1217019530,28.7468,-12.0031,20.88,0.91,0.71,24.97,,2.62
1216475606,28.5117,-13.7876,23.02,0.41,0.62,27.19,,2.71
1216427198,28.5827,-13.3576,20.72,0.78,0.79,25.43,,3.49
1216471245,28.7556,-13.7665,20.8,0.64,0.77,25.32,,3.19
1216764699,28.9127,-27.2683,21.03,0.93,0.42,25.43,,3.02
1218565840,29.5432,-0.2243,19.63,0.57,0.51,24.62,,3.99
1219438125,29.2102,0.9592,19.42,0.92,0.53,24.85,,4.87
1218661308,29.5018,-0.6306,21.37,0.57,0.76,25.52,,2.69
1224518772,29.5877,-0.8019,20.7,0.92,0.47,25.49,,3.62
1217902785,29.1205,-5.628,20.37,0.46,0.52,25.04,,3.42
1218352896,28.8192,-8.8696,20.36,0.76,0.24,25.36,,4
1217280734,29.1006,-8.5782,20.25,0.52,0.43,24.81,,3.25
1217780385,28.9736,-10.5714,21.08,0.83,0.64,24.89,,2.31
1218286496,28.8791,-14.4497,19.49,0.73,0.46,24.94,,4.91
1220365564,29.2664,2.8267,20.63,0.7,0.37,24.62,,2.51
1220873873,29.2029,3.7887,20.34,0.89,0.42,24.86,,3.19
1220903429,29.3401,3.4721,21.28,0.54,0.01,25.04,,2.26
1220886404,29.4222,3.6555,20.76,0.53,0.2,25.4,,3.37
1219983766,29.1226,-2.2204,21.19,0.95,0.69,25.35,,2.7
1219953487,29.2847,-1.8974,21.07,0.78,0.41,25.19,,2.66
1220097359,29.3568,-2.4871,20.56,0.68,0.81,25.2,,3.38
1220403991,29.5895,-2.9531,18.79,0.58,0.43,24.65,,5.93
1221479577,29.5317,-6.8773,20.96,0.87,0.7,25.04,,2.6
1221488385,29.7486,-6.971,20.86,0.67,0.82,25.45,,3.29
1221177831,29.3172,-17.151,20.3,0.81,0.44,24.97,,3.43
1221137464,29.381,-16.7803,20.31,0.78,0.56,24.61,,2.9
1221960707,29.4192,-20.535,20.85,0.93,0.39,25.22,,2.98
1223289022,29.6419,-23.4437,21.43,0.59,0.36,25.47,,2.57
1223266511,29.7064,-23.2511,19.83,0.63,1.13,25.78,,6.16
1221848252,29.5211,4.1251,21.64,0.72,0.45,25.06,,1.93
1223518965,29.3689,-16.6003,20.94,0.71,0.26,25.09,,2.7
1223472198,29.4076,-16.1542,21.64,0.79,0.24,24.92,,1.81
1223607004,29.9635,-28.1453,20.24,0.78,0.37,24.68,,3.09
1225555139,29.9098,0.107,20.89,0.73,0.49,24.93,,2.56
1225676824,29.6371,1.0485,20.31,0.54,0.5,25.07,,3.57
1225866553,30.0288,0.4752,20.25,0.78,0.27,25.08,,3.68
1225340900,29.7884,-8.429,19.98,0.71,0.67,24.65,,3.44
1224027989,29.7415,-14.1046,20.66,0.51,0.23,24.89,,2.8
1226333436,30.0498,-18.9964,20.7,0.81,0.51,24.89,,2.74
1225817858,29.8466,-25.0002,20.18,0.55,0.9,25.39,,4.39
1225830960,30.0096,-25.1279,21.39,0.48,0.79,25.51,,2.66
1224815281,29.8994,-25.9148,19.51,0.78,0.46,24.71,,4.37
1226886068,29.8372,-3.2925,20.28,0.61,0.61,24.73,,3.1
1227692041,29.9519,-3.5612,19.78,0.66,0.56,24.62,,3.7
1227132864,29.89,-7.1394,21.07,0.82,0.91,25.2,,2.68
1227126882,29.9371,-7.0738,20.85,0.75,0.86,25.27,,3.05
1227103343,30.3488,-6.823,20.01,0.79,0.45,24.7,,3.46
1226825220,29.9626,-11.27,19.86,0.7,0.62,24.66,,3.65
1226959295,30.3859,-16.9714,20.97,0.88,0.38,25.32,,2.97
1229073143,30.2662,-5.1017,21.26,0.72,0.99,25.71,,3.09
1228376494,30.0331,-12.1728,20.27,0.9,0.63,24.9,,3.36
1228357115,30.3553,-11.9446,20.27,0.8,0.65,25.14,,3.76
1228327884,29.9878,-13.8264,20.81,0.56,0.68,26.13,,4.61
1228923726,30.3115,-16.6445,20.16,0.64,0.22,25.3,,4.25
1230349840,30.7319,-27.3746,20.79,0.59,0.45,24.93,,2.68
1228937960,30.2945,-28.9092,20.68,0.79,0.17,25.77,,4.16
1229960952,30.2062,-29.8705,19.29,0.64,0.35,24.85,,5.15
1232171066,30.479,1.5553,19.35,0.64,0.58,24.69,,4.65
1232409645,30.5026,-1.211,21.26,0.8,0.49,25.18,,2.42
1232418381,30.5652,-1.3118,21.38,0.85,1.11,26.11,,3.53
1232258256,30.6562,-1.9466,20.28,0.97,0.52,24.7,,3.06
1230467125,30.4736,-5.6466,20.82,0.6,0.79,25.58,,3.56
1231300965,30.4618,-6.673,20.31,0.74,0.51,24.68,,2.98
1230538843,30.4274,-8.5241,20.52,0.72,0.66,25.06,,3.23
1230592549,30.1768,-10.7445,19.87,0.89,0.52,24.61,,3.54
1232789007,30.3719,-19.589,20.1,0.5,0.51,24.93,,3.68
1233503466,30.9661,2.5646,21.04,0.67,0.35,25.17,,2.68
1233851294,30.7561,-2.6387,20.42,0.65,0.65,25.19,,3.59
1233092114,31.0229,-7.3865,20.21,0.5,0.47,24.89,,3.44
1233078227,31.0704,-7.2404,21.31,0.73,0.27,24.96,,2.15
1233429652,31.1536,-21.676,20.35,0.85,0.58,24.73,,2.99
1235293331,31.0754,-5.1766,20.53,0.65,0.46,24.72,,2.75
1235450853,31.0241,-12.1043,19.76,0.45,0.39,25.13,,4.73
1235448112,31.0518,-12.0583,21.51,0.88,0.39,25.19,,2.17
1235482471,31.2523,-12.4569,19.17,0.64,0.39,24.82,,5.39
1234299063,31.0663,-13.2194,19.42,0.74,0.49,24.65,,4.43
1235324739,31.3971,-16.2152,20.24,0.76,0.43,24.63,,3.01
1235646465,30.8591,-22.6116,20.88,0.7,0.32,24.92,,2.57
1235657645,31.0205,-22.7244,20.82,0.68,0.45,25.06,,2.81
1235597873,30.8507,-28.5979,20.89,0.58,0.4,25.01,,2.66
1235610949,31.2833,-28.7333,20,0.66,0.54,25.02,,4.03
1236199048,31.3818,-29.0933,20.17,0.77,0.47,24.76,,3.31
1236762930,31.6354,-0.0359,20.24,0.94,0.6,24.69,,3.1
1237785726,31.4685,0.604,21.06,0.61,0.84,25.79,,3.52
1238410632,31.3631,2.1786,19.85,0.65,0.46,24.9,,4.08
1237246112,31.2764,-0.7177,20.14,0.76,0.53,25.22,,4.13
1237595550,31.3418,-13.9145,19.5,0.87,0.45,24.8,,4.56
1237866453,31.092,-19.5532,19.3,0.56,0.41,24.74,,4.9
1237837796,31.2033,-19.2157,20.38,0.96,0.36,24.74,,2.96
1236936305,31.305,-21.8844,21.54,0.72,0.08,25.44,,2.4
1236969486,31.3791,-22.21,21.31,0.54,0.66,26.68,,4.73
1236945613,31.6428,-21.9798,20.05,0.5,0.31,24.87,,3.67
1239929804,31.6032,3.8985,20.29,0.78,0.37,24.71,,3.04
1239860121,31.5542,-3.2363,21.06,0.74,0.36,24.97,,2.42
1238757096,31.6708,-17.0698,20.32,0.83,0.45,24.81,,3.16
1239427297,31.4052,-21.7162,20.69,0.64,0.43,24.9,,2.77
1239429260,31.8368,-21.7381,20.45,0.82,0.45,25.04,,3.29
1239402033,31.8827,-21.4416,19.94,0.84,0.69,24.63,,3.46
1239291157,31.5094,-25.1309,20.37,0.83,0.29,24.78,,3.05
1240874706,31.9802,-4.9565,21.33,0.67,0.11,25.19,,2.35
1240817917,31.5312,-15.0456,20.49,0.91,0.59,24.91,,3.05
1241601426,31.9292,-16.4662,20.69,0.77,0.6,24.86,,2.72
1242277534,32.0415,-19.9,20,0.89,0.39,24.62,,3.35
1241514046,31.8659,-22.6341,20.4,0.54,0.31,24.98,,3.29
1243987927,31.8113,1.4648,19.69,0.85,0.45,24.63,,3.89
1243958229,32.023,1.7569,20.61,0.76,0.61,25.28,,3.44
1243914362,31.8563,2.203,20.57,0.73,0.46,25.43,,3.74
1243932853,31.938,2.0155,20.51,0.82,0.55,24.86,,2.96
1243323357,31.8664,-0.7113,20.42,0.58,0.58,25.06,,3.39
1243115290,32.0037,-6.2804,20.52,0.79,0.48,25.11,,3.3
1243117263,32.2729,-6.3074,20.32,0.68,0.27,25.36,,4.05
1244258278,32.2156,-9.4991,20.39,0.82,0.67,25.26,,3.75
1244265756,32.372,-9.5824,19.94,0.63,0.59,24.85,,3.83
1243728878,32.0453,-12.9199,20.41,0.57,0.52,25.06,,3.39
1243556066,32.0362,-13.9554,20.08,0.72,0.3,26.21,,6.71
1244201872,31.9062,-16.0085,20.83,0.73,0.54,25.09,,2.83
1243648401,32.0358,-22.0822,20.89,0.87,0.23,24.79,,2.4
1244421460,32.0378,-25.4004,21.31,0.91,0.66,25.97,,3.4
1243499032,32.1401,-26.9114,20.12,0.58,0.59,24.67,,3.24
1242793835,32.3978,-27.893,20.19,0.94,0.48,25.06,,3.75
1245283536,32.0089,-3.5056,20.46,0.73,0.46,24.67,,2.78
1245312127,32.6134,-3.7909,20.63,0.85,0.58,24.87,,2.81
1244863858,32.4302,-6.8436,19.82,0.77,0.59,24.7,,3.77
1246219830,32.1907,-7.7371,19.58,0.71,0.57,24.67,,4.16
1246001176,32.1404,-9.7965,19.46,0.94,0.77,24.95,,5.02
1246027678,32.5539,-10.0764,19.81,0.86,0.64,24.75,,3.88
1244700132,32.4921,-11.2714,19.97,0.69,0.36,24.74,,3.57
1247238580,32.4066,-13.8634,21.03,0.53,0.37,25.37,,2.94
1247175650,32.6873,-13.1926,20.91,0.66,0.47,25.17,,2.84
1245718070,32.5318,-24.3768,20.16,0.87,0.28,24.73,,3.26
1248200708,32.4689,-10.4747,19.64,0.55,0.41,25.1,,4.94
1248011456,32.9204,-20.1415,20.74,0.58,0.59,25.38,,3.39
1248507816,32.5649,0.1547,20.8,0.69,0.57,25.74,,3.89
1249192404,32.788,1.2141,20.36,0.89,0.41,25.23,,3.76
1249197764,32.8365,1.1541,21.08,0.52,0.11,25.68,,3.32
1249662204,33.161,2.3573,21.56,0.66,0.57,25.53,,2.48
1250239644,32.6282,2.6043,20.75,0.67,0.53,25.01,,2.84
1248903183,32.6045,-0.7822,20.78,0.53,0.81,25.92,,4.25
1249754608,32.5455,-2.1476,20.91,0.77,0.22,24.92,,2.52
1249761382,32.8556,-2.2226,20.61,0.62,0.4,25.21,,3.31
1249891919,32.6318,-2.8765,20.45,0.89,0.59,24.98,,3.22
1249901989,32.7693,-2.9839,20.72,0.79,0.34,25.07,,2.96
1249881664,33.0027,-2.7655,20.51,0.78,0.43,24.88,,2.99
1249891398,33.0612,-2.8692,20.07,0.71,0.41,24.75,,3.44
1248063420,32.5561,-6.4243,19.72,0.32,0.24,24.81,,4.15
1249558053,32.9721,-9.0915,19.69,0.66,0.45,24.86,,4.31
1249486696,32.6486,-18.9909,21.07,0.85,0.24,24.9,,2.33
1249312809,33.1117,-22.1584,20.2,0.79,0.3,24.77,,3.28
1248350476,33.1381,-29.0958,20.02,0.85,0.57,24.86,,3.71
1249408696,32.8029,-29.6464,19.89,0.71,0.32,25.09,,4.37
1249438571,32.9047,-29.9439,20.52,0.87,0.42,24.74,,2.78
1250821708,33.4464,4.1952,20.1,0.64,0.69,25.63,,5.09
1252130584,32.8939,-7.8779,20.66,0.75,0.49,25.01,,2.96
1252236272,33.4987,-14.7371,21.42,0.53,0.2,25.6,,2.73
1250771213,33.3334,-25.9111,20.8,0.73,0.38,24.98,,2.74
1252549560,33.0523,-11.8917,20.24,0.82,0.29,24.95,,3.49
1252453402,33.0359,-16.3119,20.18,0.54,0.35,25.2,,4.03
1254839355,33.8191,-6.4242,20.5,0.71,0.44,25,,3.18
1256907694,33.4962,-7.0264,20.16,0.64,0.44,24.78,,3.35
1257068113,33.5973,-7.3561,21.31,0.85,0.89,25.75,,3.08
1255813036,33.3906,-11.2094,20.55,0.64,0.53,25.7,,4.28
1254450175,33.8297,-12.5832,19.78,0.6,0.54,24.67,,3.8
1255221076,33.8742,-15.5125,21.13,0.54,0.83,26.27,,4.24
1255647905,33.5738,-29.4773,20.78,0.8,0.39,24.9,,2.66
1257782516,33.842,-5.2747,20.13,0.72,0.47,24.83,,3.47
1256959707,33.9554,-7.7355,21.48,0.57,0.4,25.56,,2.61
1257373516,34.1013,-25.1473,21.1,0.84,0.43,24.88,,2.28
1302304651,33.6619,-25.3316,20.66,0.67,0.5,25.33,,3.42
1302304647,33.8112,-25.3301,20.28,0.72,0.63,24.88,,3.32
1259493047,33.9455,1.0529,20.05,0.63,0.33,24.66,,3.34
1258333527,34.3845,-5.6164,20.35,0.98,0.64,25.16,,3.67
1258890123,34.4634,-17.6762,20.22,0.87,0.51,25.29,,4.12
1258112241,34.3932,-24.1622,20.29,0.77,0.33,24.66,,2.99
1260631853,33.9678,-1.9621,20.19,0.79,0.24,24.72,,3.21
1260633113,34.3084,-1.9748,20.61,0.86,0.71,24.83,,2.79
1259773321,34.6201,-2.5782,20.87,0.8,0.31,24.86,,2.5
1260537792,34.3196,-7.2414,20.13,0.71,0.54,24.97,,3.71
1260385828,34.5923,-9.1802,19.67,0.7,0.63,24.64,,3.93
1260217170,34.1378,-11.0845,21.22,0.48,0.4,25.98,,3.57
1258852773,34.2166,-12.5602,20.41,0.55,0.53,25.11,,3.46
1259682742,34.4211,-13.1482,19.6,0.55,0.14,24.94,,4.66
1259258092,34.0699,-20.0438,19.96,0.89,0.52,24.63,,3.43
1263048395,34.7407,-7.5127,20.03,0.91,0.52,24.76,,3.52
1263068031,34.7937,-7.7303,19.54,0.62,0.54,25.03,,5.01
1263068989,34.8182,-7.7377,20.18,0.63,0.33,24.71,,3.22
1263976913,34.6952,-12.4084,20.45,0.89,0.31,24.79,,2.95
1263624273,34.5136,-15.0092,20.21,0.77,0.42,24.67,,3.1
1261435762,34.2892,-16.9152,20.44,0.8,0.5,24.95,,3.19
1263356300,34.9986,-18.7815,19.93,0.72,0.65,24.66,,3.52
1262354925,34.7956,-26.4589,20.38,0.79,0.48,24.64,,2.84
1265299169,34.6445,-6.209,21.39,0.83,0.33,25.76,,2.99
1260498288,34.7036,-6.7655,20.77,0.83,0.62,25.28,,3.18
1266004202,34.9384,-9.5727,21.21,0.74,0.49,25.09,,2.37
1265972246,35.1406,-9.2079,20.11,0.9,0.51,25.3,,4.35
1266275494,34.767,-12.8271,21.37,0.75,0.5,25.52,,2.7
1266266943,34.8269,-12.7351,20.43,0.86,0.19,25.07,,3.38
1266278368,34.8598,-12.8636,19.65,0.68,0.51,24.94,,4.56
1265916199,34.9166,-14.3016,21.04,0.72,0.7,25.06,,2.54
1267050181,35.4587,-19.4246,20.34,0.86,0.55,25.39,,4.08
1264973422,34.9917,-19.8059,20.11,0.58,0.5,25.56,,4.89
1268005726,35.3402,-9.9152,20.06,0.9,0.54,24.95,,3.8
1266452563,35.3292,-16.9053,19.35,0.43,0.37,24.65,,4.58
1271823613,35.3762,0.2469,21.03,0.86,0.88,26.14,,4.2
1269837953,35.3433,-5.4233,21.09,0.68,0.88,25.5,,3.04
1269832371,35.3498,-5.3589,21.3,0.73,0.41,25.36,,2.58
1269245600,35.5322,-8.6691,20.8,0.68,0.54,26.56,,5.66
1270030069,35.498,-16.7224,20.06,0.88,0.41,25.12,,4.1
1270123244,35.4807,-24.1611,20.96,0.79,0.54,25.02,,2.59
1272203125,35.8157,-11.3161,19.98,0.54,0.29,24.69,,3.5
1271572353,36.078,-15.8902,21.14,0.54,0.55,25.55,,3.03
1270876306,35.8691,-22.8197,21.22,0.85,0.29,25.31,,2.63
1273876188,35.9597,-13.4037,20.01,0.79,0.28,24.86,,3.73
1275486875,36.5232,-18.8216,20.63,0.76,0.68,25.29,,3.42
1275199881,36.053,-25.3335,20.6,0.83,0.52,24.82,,2.79
1274328591,35.8576,-26.129,20.06,0.36,0.39,24.99,,3.86
1273528063,35.7934,-27.6181,20.23,0.86,0.51,24.75,,3.2
1273550049,36.1418,-27.8584,21.06,0.74,0.57,25.26,,2.76
1273574697,36.1755,-28.1424,20.93,0.85,0.4,24.63,,2.19
1277746458,36.6469,1.4304,21.04,0.76,0.66,25.22,,2.74
1276613206,36.4494,-0.4861,20.22,0.69,0.39,25.23,,4.01
1276603908,36.4545,-0.393,19.64,0.53,0.35,24.63,,3.98
1276646797,36.4827,-0.8017,20.01,0.68,0.61,24.71,,3.48
1276970073,36.5611,-1.5743,20.9,0.83,0.44,24.91,,2.53
1276954256,36.5739,-1.4196,19.5,0.6,0.36,24.86,,4.71
1276015119,36.1603,-6.3695,20.07,0.78,0.47,25.01,,3.88
1276043188,36.2469,-6.6689,20.55,0.79,0.54,24.95,,3.02
1276041506,36.6699,-6.6575,19.91,0.76,0.64,24.77,,3.75
1277499488,36.4234,-23.8714,19.89,0.91,0.51,24.64,,3.55
1277046547,36.6644,2.5504,20.34,0.76,0.44,24.74,,3.03
1278798751,36.4296,3.4346,20.33,0.67,0.11,24.83,,3.17
1278382090,36.4546,3.7284,20.2,0.92,0.33,25.13,,3.87
1277171581,36.2081,-2.8786,20.53,0.62,0.34,25.32,,3.62
1278110165,36.3446,-6.8255,20.49,0.86,0.45,24.9,,3.03
1278264826,36.5535,-7.095,20.26,0.8,0.62,24.93,,3.43
1276873624,36.8115,-15.6713,20.17,0.66,0.38,24.73,,3.26
1277615934,36.6885,-22.7733,20.44,0.86,0.69,25.27,,3.69
1277603598,36.929,-22.6195,20.29,0.76,0.43,24.74,,3.1
1279198126,36.4742,-7.6938,20.87,0.85,0.81,25.15,,2.87
1279209061,36.6928,-7.819,21.43,0.79,0.47,25.42,,2.5
1280194976,36.6202,-21.5029,19.69,0.79,0.35,24.71,,4.03
1280598696,37.226,-26.1252,20.15,0.86,0.62,24.63,,3.13
1280205047,36.8653,-27.1275,19.94,0.68,0.29,24.77,,3.7
1279912437,37.099,-26.7796,20.5,0.87,0.48,24.79,,2.88
1280389511,36.5159,-29.4897,21.25,0.75,0.65,26.15,,3.81
1280383682,37.1424,-29.4323,20.53,0.73,0.47,24.77,,2.81
1281756611,37.2438,0.1571,20.5,0.56,0.42,24.89,,3.02
1283529378,37.0754,1.7066,20.56,0.8,0.53,24.62,,2.6
1283554076,37.2804,1.4546,20.93,0.78,0.38,25.15,,2.78
1283554637,37.3878,1.444,20.46,0.81,0.47,25.1,,3.38
1306306377,37.0105,2.8527,19.6,0.69,0.59,24.86,,4.48
1306307089,37.1688,2.8487,20.84,0.78,0.47,25.14,,2.89
1306280345,37.2048,3.1284,20.34,0.71,0.41,24.8,,3.1
1281377047,36.8397,-20.7467,20.32,0.84,0.36,24.66,,2.94
1281377404,36.938,-20.7488,21.08,0.74,0.43,24.95,,2.36
1281374084,37.0385,-20.7112,20.42,0.73,0.49,24.96,,3.22
1283018897,37.2483,-24.0865,18.52,0.38,0.41,24.61,,6.59
1284548910,37.212,-4.3505,20.71,0.82,0.45,25.21,,3.17
1283864324,37.0268,-15.4516,19.78,0.89,0.55,24.7,,3.85
1283370412,37.2864,-23.6994,20.99,0.46,0.47,25.81,,3.68
1284743566,37.2412,-10.045,20.55,0.6,0.41,25.18,,3.37
1285618425,37.5368,-13.7923,20.19,0.7,0.57,25.05,,3.75
1285580964,37.6461,-13.3568,21.18,0.63,0.57,24.99,,2.3
1285569714,37.983,-13.221,21.14,0.43,0.15,25.25,,2.66
1284389461,37.6113,-17.0278,20.91,0.5,0.31,24.73,,2.32
1619379404,37.6759,-19.4727,20.07,0.8,0.64,24.91,,3.71
1284698968,37.4491,-22.4346,20.65,0.63,0.61,25.42,,3.6
1286373516,38.0301,-27.5636,20.63,0.74,0.19,25.18,,3.23
1286212370,37.4967,-28.8565,20.11,0.83,0.39,24.69,,3.3
1288880289,37.7767,0.4907,20.41,0.62,0.49,24.77,,2.98
1287997429,38.0009,1.4341,20.75,0.63,0.83,25.49,,3.55
1287173355,37.8668,-0.5595,20.47,0.76,0.44,24.9,,3.07
1287174593,38.0972,-0.5699,19.87,0.66,0.44,24.61,,3.53
1286813986,37.6911,-1.768,20.37,0.6,0.22,24.9,,3.21
1286864607,38.0337,-10.7552,20.79,0.72,0.48,25.19,,3.03
1287801161,37.6871,-17.5149,19.51,0.69,0.45,24.68,,4.31
1287818127,37.8783,-17.6971,20.98,0.62,0.58,25.59,,3.34
1286920394,37.5358,-20.6623,21.08,0.74,0.55,25.59,,3.18
1289045174,37.8228,-25.018,19.38,0.85,0.52,24.66,,4.53
1286682043,37.6745,-26.0117,21.48,0.87,0.52,25.3,,2.32
1286678521,38.0551,-25.975,20.43,0.97,0.5,24.82,,3.01
1286670343,38.1345,-25.8853,20.88,0.73,0.26,25.06,,2.74
1287045965,37.9719,-29.8905,19.85,0.72,0.51,24.72,,3.75
1287916315,37.7861,-3.4637,20.69,0.64,0.77,25.28,,3.3
1287912661,38.1118,-3.4231,20.38,0.34,0.75,25.43,,4.08
1288284100,37.8696,-14.1335,19.73,0.54,0.47,24.67,,3.87
1289174697,37.9903,-19.8869,20.62,0.87,0.92,25.61,,3.97
1289328970,37.8312,-22.6083,21.22,0.4,0.34,26.4,,4.35
1289355835,38.3846,-22.9018,20.45,0.77,0.57,25.03,,3.29
1291373194,38.2938,-5.781,20.68,0.64,0.49,24.76,,2.62
1291780120,38.477,-5.9501,20.72,0.8,0.42,24.92,,2.76
1291077906,38.3665,-11.9223,20.78,0.5,0.4,24.95,,2.73
1290461445,37.905,-17.3745,20.4,0.85,0.56,25.2,,3.63
1291716206,38.6404,-21.0681,20.29,0.61,0.47,25.73,,4.87
1291154762,38.1045,-22.1741,19.45,0.69,0.6,24.62,,4.31
1293424092,38.3208,1.2266,21.61,0.86,0.76,26.04,,3.08
1293390360,38.5369,1.5846,19.85,0.8,0.6,24.63,,3.6
1294110567,38.8807,2.382,20.81,0.87,0.83,25.22,,3.04
1295044151,39.0075,3.235,20.18,0.73,0.43,24.77,,3.32
1292014133,38.531,-0.7353,19.84,0.92,0.46,24.73,,3.79
1292020538,38.5459,-0.7998,20.79,0.59,0.11,25.15,,2.97
1292016294,38.6154,-0.7605,19.8,0.81,0.46,24.7,,3.81
1292500022,38.6511,-10.9843,20.21,0.78,0.43,25.27,,4.11
1291875514,38.8338,-16.3003,20.58,0.64,0.47,24.95,,3
1293996375,38.4309,-17.7881,20.49,0.5,0.75,25.7,,4.4
1294971950,38.8128,-24.4037,20.17,0.43,0.61,24.91,,3.53
